,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,MonthClaimed_int,DayOfWeekClaimed_int
7056,Feb,3,Saturday,Chevrolet,Urban,Thursday,Feb,4,Male,Married,55,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10349,6,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2,4
7057,Feb,4,Wednesday,Toyota,Urban,Thursday,Feb,4,Male,Married,76,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,10467,4,400,3,more than 30,more than 30,none,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,2,4
7058,Feb,4,Tuesday,Toyota,Urban,Thursday,Feb,4,Male,Married,44,Third Party,Sedan - Liability,Sport,20000 to 29000,0,10666,16,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2,4
7059,Feb,4,Tuesday,Toyota,Urban,Friday,Feb,4,Male,Married,77,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,7070,6,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,Collision,2,5
7060,Feb,4,Wednesday,Chevrolet,Urban,Friday,Feb,4,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,7074,14,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,2,5
7061,Feb,2,Friday,Toyota,Urban,Friday,Feb,4,Male,Married,26,Third Party,Sedan - Liability,Sport,20000 to 29000,0,7085,13,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2,5
7062,Feb,4,Monday,Mazda,Urban,Friday,Feb,4,Female,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7101,12,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,5 to 8,1995,Liability,2,5
7063,Feb,4,Thursday,Honda,Urban,Friday,Feb,4,Male,Married,58,Policy Holder,Sedan - Liability,Sport,less than 20000,0,7434,5,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,2,5
7064,Feb,1,Thursday,Mazda,Urban,Friday,Feb,4,Male,Single,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7994,6,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,2,5
7065,Feb,3,Wednesday,Honda,Urban,Friday,Feb,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,8733,9,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,2,5
7066,Feb,4,Tuesday,Pontiac,Urban,Friday,Feb,4,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8760,16,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,2,5
7067,Feb,4,Thursday,Ford,Urban,Friday,Feb,4,Male,Single,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8766,12,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2,5
7068,Feb,3,Monday,Pontiac,Urban,Friday,Feb,4,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8769,16,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,2,5
7069,Feb,3,Sunday,Pontiac,Urban,Friday,Feb,4,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8772,2,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,2,5
7070,Nov,1,Saturday,Mazda,Urban,Friday,Feb,4,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8880,13,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,2,5
7071,Feb,4,Friday,Ford,Urban,Friday,Feb,4,Male,Married,58,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,9305,12,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2,5
7072,Feb,4,Thursday,Honda,Urban,Friday,Feb,4,Female,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9459,14,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2,5
7073,Jan,4,Tuesday,Honda,Urban,Friday,Feb,4,Male,Married,40,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9590,3,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,2,5
7074,Feb,4,Friday,Honda,Rural,Friday,Feb,4,Male,Single,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9820,2,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2,5
7075,Feb,3,Monday,Honda,Urban,Friday,Feb,4,Male,Single,47,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,10247,7,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,2,5
7076,Feb,4,Wednesday,Pontiac,Urban,Friday,Feb,4,Male,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,10279,15,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,2,5
7077,Feb,4,Thursday,Mazda,Urban,Friday,Feb,4,Male,Single,68,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,10292,3,400,1,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,more than 5,no change,3 to 4,1995,All Perils,2,5
7078,Feb,3,Thursday,Toyota,Urban,Friday,Feb,4,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10334,7,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,2,5
7079,Feb,4,Thursday,Chevrolet,Urban,Monday,Feb,5,Male,Single,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6374,14,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,2,1
7080,Feb,4,Saturday,Honda,Urban,Monday,Feb,5,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,7270,4,400,3,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,2,1
7081,Feb,4,Wednesday,Saab,Rural,Monday,Feb,5,Male,Married,43,Third Party,Sedan - Liability,Sport,30000 to 39000,0,7368,14,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2,1
7082,Feb,5,Monday,Pontiac,Urban,Monday,Feb,5,Male,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7643,1,400,2,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2,1
7083,Feb,4,Friday,Honda,Urban,Monday,Feb,5,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9073,10,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision,2,1
7084,Feb,2,Wednesday,Pontiac,Urban,Monday,Feb,5,Male,Single,27,Third Party,Sedan - Liability,Sport,30000 to 39000,0,10118,15,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2,1
7085,Feb,4,Saturday,Pontiac,Urban,Monday,Feb,5,Female,Single,29,Policy Holder,Sedan - Liability,Sport,less than 20000,0,10638,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,2,1
7086,Feb,4,Wednesday,Toyota,Urban,Tuesday,Feb,5,Female,Single,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,7075,7,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,2,2
7087,Feb,3,Tuesday,Toyota,Urban,Tuesday,Feb,5,Female,Married,47,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8837,8,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,2,2
7088,Feb,5,Tuesday,Pontiac,Urban,Tuesday,Feb,5,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8984,11,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,2,2
7089,Feb,4,Monday,Accura,Urban,Tuesday,Feb,5,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10670,8,400,4,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,2,2
7090,Feb,3,Wednesday,Chevrolet,Urban,Tuesday,Feb,5,Male,Married,49,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,10820,5,700,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,2,2
7091,Mar,1,Friday,Mazda,Urban,Monday,Mar,1,Male,Married,40,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6319,15,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,3,1
7092,Mar,1,Sunday,Accura,Rural,Monday,Mar,1,Male,Single,26,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6811,16,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,3,1
7093,Mar,1,Sunday,Pontiac,Urban,Monday,Mar,1,Female,Married,59,Third Party,Sedan - All Perils,Sedan,less than 20000,0,7333,12,400,2,more than 30,more than 30,1,more than 7,51 to 65,Yes,No,External,more than 5,no change,1 vehicle,1995,All Perils,3,1
7094,Mar,1,Saturday,Toyota,Urban,Monday,Mar,1,Male,Married,54,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8657,11,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,3,1
7095,Feb,4,Sunday,Toyota,Rural,Monday,Mar,1,Male,Married,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8983,5,400,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,3,1
7096,Mar,1,Saturday,Mazda,Urban,Monday,Mar,1,Female,Single,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,8987,1,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,3,1
7097,Mar,1,Saturday,Pontiac,Urban,Monday,Mar,1,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9034,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,3,1
7098,Mar,1,Monday,Toyota,Urban,Monday,Mar,1,Male,Married,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9192,15,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,1 year,1 vehicle,1995,Liability,3,1
7099,Feb,4,Thursday,Accura,Urban,Monday,Mar,1,Male,Married,50,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,10286,8,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,3,1
7100,Feb,4,Thursday,Honda,Urban,Monday,Mar,1,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,10289,9,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,3,1
7101,Feb,4,Friday,Honda,Urban,Monday,Mar,1,Male,Married,28,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,10325,16,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,3,1
7102,Mar,1,Wednesday,Mazda,Urban,Monday,Mar,1,Male,Married,61,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10345,16,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability,3,1
7103,Feb,4,Monday,Mazda,Urban,Monday,Mar,1,Male,Married,63,Policy Holder,Sport - Collision,Sport,more than 69000,1,10389,3,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,3,1
7104,Mar,1,Saturday,Mazda,Urban,Monday,Mar,1,Male,Married,41,Policy Holder,Sport - Collision,Sport,more than 69000,1,10521,12,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,3,1
7105,Mar,1,Sunday,Honda,Urban,Monday,Mar,1,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10571,15,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1995,Liability,3,1
7106,Mar,1,Sunday,Toyota,Urban,Monday,Mar,1,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,10575,16,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,3,1
7107,Mar,1,Thursday,Pontiac,Urban,Monday,Mar,1,Male,Married,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10726,15,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,3,1
7108,Mar,1,Saturday,Ford,Urban,Monday,Mar,1,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,10919,7,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,3,1
7109,Mar,1,Friday,Pontiac,Urban,Monday,Mar,1,Female,Married,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11028,8,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,3,1
7110,Mar,1,Friday,Honda,Urban,Monday,Mar,1,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11074,8,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability,3,1
7111,Mar,1,Thursday,Pontiac,Urban,Monday,Mar,1,Male,Married,65,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,11322,5,400,2,more than 30,more than 30,none,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,3,1
7112,Feb,4,Friday,Mazda,Urban,Tuesday,Mar,1,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6904,16,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,3,2
7113,Feb,4,Wednesday,Pontiac,Urban,Tuesday,Mar,1,Male,Married,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6986,9,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,3,2
7114,Feb,3,Monday,Toyota,Urban,Tuesday,Mar,1,Female,Married,39,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,6987,16,400,2,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,3,2
7115,Nov,3,Saturday,Honda,Urban,Tuesday,Mar,1,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,7274,14,400,3,more than 30,more than 30,none,new,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,3,2
7116,Feb,3,Wednesday,VW,Urban,Tuesday,Mar,1,Male,Single,72,Policy Holder,Utility - All Perils,Utility,more than 69000,0,7771,6,400,4,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,1 to 2,4 to 8 years,2 vehicles,1995,All Perils,3,2
7117,Feb,5,Monday,Honda,Urban,Tuesday,Mar,1,Male,Married,29,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8109,16,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,3,2
7118,Feb,3,Tuesday,Pontiac,Urban,Tuesday,Mar,1,Female,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8791,16,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,3,2
7119,Feb,4,Thursday,Pontiac,Urban,Tuesday,Mar,1,Male,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9074,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,3,2
7120,Feb,4,Saturday,Ford,Urban,Tuesday,Mar,1,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9755,6,400,3,more than 30,more than 30,2 to 4,5 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,3,2
7121,Feb,2,Wednesday,VW,Urban,Tuesday,Mar,1,Male,Single,53,Third Party,Sedan - Liability,Sport,30000 to 39000,0,10013,5,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,3,2
7122,Feb,4,Saturday,Ford,Urban,Tuesday,Mar,1,Male,Married,54,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,10515,16,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,3,2
7123,Mar,1,Tuesday,Pontiac,Urban,Tuesday,Mar,1,Female,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10640,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,3,2
7124,Feb,5,Monday,Honda,Urban,Tuesday,Mar,1,Male,Married,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11063,4,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,3,2
7125,Mar,1,Wednesday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6182,11,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision,3,3
7126,Feb,4,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Single,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6367,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1995,Collision,3,3
7127,Jan,5,Sunday,Toyota,Urban,Wednesday,Mar,1,Male,Single,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6395,13,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,3,3
7128,Feb,5,Tuesday,Mazda,Urban,Wednesday,Mar,1,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6818,3,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,3,3
7129,Mar,1,Wednesday,Honda,Urban,Wednesday,Mar,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6903,15,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,3,3
7130,Mar,1,Wednesday,Mazda,Urban,Wednesday,Mar,1,Female,Single,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7127,4,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,3,3
7131,Feb,2,Thursday,Toyota,Urban,Wednesday,Mar,1,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7273,13,400,1,8 to 15,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,3,3
7132,Feb,1,Saturday,Pontiac,Urban,Wednesday,Mar,1,Female,Single,39,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,7278,6,400,3,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,3,3
7133,Feb,4,Thursday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7502,2,400,3,more than 30,more than 30,1,4 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,3,3
7134,Feb,4,Thursday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7679,8,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,3,3
7135,Nov,2,Monday,Ford,Urban,Wednesday,Mar,1,Male,Married,64,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,1,7799,16,400,4,more than 30,more than 30,2 to 4,6 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,3,3
7136,Feb,4,Tuesday,Honda,Urban,Wednesday,Mar,1,Male,Married,43,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,8340,14,700,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,3,3
7137,Feb,4,Thursday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8495,10,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,3,3
7138,Feb,4,Saturday,Chevrolet,Rural,Wednesday,Mar,1,Male,Single,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8501,11,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,3,3
7139,Feb,4,Saturday,Honda,Urban,Wednesday,Mar,1,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8544,2,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,3,3
7140,Feb,4,Saturday,Toyota,Urban,Wednesday,Mar,1,Male,Married,28,Third Party,Sedan - All Perils,Sedan,less than 20000,0,8545,2,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,3,3
7141,Feb,3,Friday,Nisson,Urban,Wednesday,Mar,1,Male,Married,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8771,4,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,3,3
